s_city_id,s_city,s_lat,s_lon,s_pop,s_country,s_Volume,s_Vol2,e_city_id,e_City,e_lat,e_lon,e_pop,e_country,e_vol,e_Vol2
606,Iwaki,37.0553467,140.8900459,324677,Japan,32,967,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
607,Jönköping,57.7713432,14.16501623,86491,Sweden,16,814,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
608,Jaén,37.77039349,-3.799985394,92909,Spain,29,736,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
609,Jalal Abad,40.94288719,73.00251013,162299.5,Kyrgyzstan,2,983,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
610,Jeddah,21.51688946,39.21919755,2939723,Saudi Arabia,36,847,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
611,Jelgava,56.65270347,23.71280554,64499,Latvia,7,745,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
612,Jianmen,30.65005292,113.1600073,937875,China,5,832,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
613,Jilin,43.84997072,126.5500427,2138988.5,China,13,581,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
614,Johor Bahru,1.480024637,103.7300402,838744.5,Malaysia,33,921,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
615,Juazeiro,-9.420007712,-40.49996749,95132,Brazil,9,731,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
616,Ottawa,45.4166968,-75.7000153,978564.5,Canada,8,618,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
617,Ouahigouya,13.5704236,-2.419992108,70300,Burkina Faso,8,954,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
618,Ourense,42.32996014,-7.869995363,113095,Spain,18,884,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
619,Pabna,24.00038129,89.24999385,137888,Bangladesh,26,813,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
620,Palmas,-10.23773558,-48.2877867,215793.5,Brazil,26,791,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
621,Panevežys,55.74002016,24.37002641,122400,Lithuania,15,770,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
622,Pardubice,50.04041974,15.76000932,97902.5,Czech Republic,33,826,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
623,Pathein,16.77040916,94.74996822,216014.5,Myanmar,24,616,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
624,Pavlodar,52.29999758,76.95002112,316254,Kazakhstan,31,571,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
625,Pec,43.88973574,20.33011796,137332.5,Serbia,30,720,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
626,Peoria,40.69998212,-89.67004114,142622,United States of America,3,991,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
627,Perpignan,42.69998924,2.899967406,128663,France,30,651,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
628,Phoenix,33.53997988,-112.0699917,2436022.5,United States of America,12,587,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
629,Pietermaritzburg,-29.61004148,30.39002071,620898,South Africa,16,583,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
630,Bani,18.279999,-70.33100347,66709,Dominican Republic,23,885,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
631,San Fernando,-34.58002236,-70.98996688,60746,Chile,35,1004,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
632,St.-Denis,-20.87889484,55.44807776,163621,France,27,801,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
633,Umeå,63.82999147,20.23999426,76101,Sweden,24,835,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
634,Leeuwarden,53.25037884,5.783357298,108601,Netherlands,4,929,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
635,Leon,42.57997072,-5.570006553,135014,Spain,26,950,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
636,Lexington,38.05001467,-84.50002079,244972,United States of America,12,771,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
637,Liberec,50.79995994,15.07999914,99972.5,Czech Republic,10,978,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
638,Lida,53.88847943,25.28464758,99126,Belarus,23,869,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
639,Lincoln,40.81997479,-96.68000086,244146,United States of America,20,883,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
640,Bologna,44.50042198,11.34002071,429694.5,Italy,28,539,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
641,Elazig,38.67997622,39.22999792,271492,Turkey,16,1002,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
642,Ruhengeri,-1.499612611,29.63001542,86685,Rwanda,27,1005,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
643,Soledad,10.92001691,-74.76999455,520704,Colombia,10,579,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
644,Toyama,36.69999371,137.2300109,329172,Japan,31,596,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
645,Criciuma,-28.68002073,-49.38996749,183085.5,Brazil,3,777,593,San Bernardino,34.12038373,-117.3000342,973690.5,United States of America,6546546,7
646,Salamanca,40.97040489,-5.670000449,160456.5,Spain,8,531,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
647,Spring Hill,28.47894513,-82.54771102,91887.5,United States of America,3,555,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
648,Turkistan,43.30155458,68.25489294,86743.5,Kazakhstan,34,879,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
649,Salt Lake City,40.7750163,-111.9300519,572013,United States of America,23,944,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
650,St. George,37.10415509,-113.583336,79988,United States of America,11,953,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
651,Tyler,32.35108604,-95.30078272,101561.5,United States of America,30,790,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
652,Riga,56.95002382,24.09996537,723802.5,Latvia,20,884,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
653,Sheffield,53.36667666,-1.499996583,922800,United Kingdom,11,507,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
654,Tolyatti,53.48039064,49.53004106,648622,Russia,3,694,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
655,Buenos Aires,-34.60250161,-58.39753137,11862073,Argentina,29,519,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
656,Conselheiro Lafaiete,-20.6700187,-43.78999923,102926,Brazil,28,775,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
657,Columbus,32.47043276,-84.98001734,202225,United States of America,22,931,630,Seoul,37.5663491,126.999731,9796000,South Korea,7778584,9
658,Sasebo,33.1631295,129.7177046,224347.5,Japan,11,1002,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
659,Semey,50.43499514,80.2750378,302066.5,Kazakhstan,20,999,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
660,Taunggyi,20.78199907,97.03800065,160115,Myanmar,32,742,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
661,Thimphu,27.47298586,89.63901404,88930.5,Bhutan,3,572,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
662,Vila Velha,-20.36760822,-40.31798893,742413.5,Brazil,34,590,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
663,Warsaw,52.25000063,20.99999955,1704569.5,Poland,17,612,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
664,Antananarivo,-18.91663735,47.5166239,1544216.5,Madagascar,35,876,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
665,Antsirabe,-19.85001707,47.03329423,307921,Madagascar,35,811,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
666,Antsiranana,-12.27650152,49.3115261,76312,Madagascar,15,900,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
667,Aqtobe,50.28001752,57.16998816,260493,Kazakhstan,19,614,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
668,Arapiraca,-9.750013409,-36.66999455,177115,Brazil,12,764,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
669,Araxa,-19.5795943,-46.95001306,70159.5,Brazil,9,630,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
670,Örebro,59.2803467,15.2199906,95932,Sweden,30,959,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
671,Arezzo,43.46172569,11.87497514,82613,Italy,30,748,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
672,Arlington,32.68476076,-97.02023849,545107.5,United States of America,31,849,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
673,Armavir,45.00039146,41.13003699,191813.5,Russia,7,736,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
674,San Cristobal,18.4159981,-70.10900052,154040,Dominican Republic,3,851,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
675,St. Petersburg,27.77053876,-82.67938257,523314.5,United States of America,32,734,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
676,Ulm,48.40039064,9.999999144,146703,Germany,29,530,432,New York,40.74997906,-73.98001693,13524139,United States of America,10445464,34
